a,7857,0.00500,"NPTS,",DT
0.00132499,-0.002111233,-0.00507065,-0.007568534,-0.01025687
-0.01536048,-0.02352126,-0.03199284,-0.03961722,-0.04729149
-0.0552899,-0.063624,-0.07052442,-0.07078227,-0.06018647
-0.04128193,-0.02386139,-0.01593138,-0.01793304,-0.02593186
-0.03752569,-0.05476346,-0.08030394,-0.1122921,-0.1449573
-0.1736883,-0.198254,-0.2201291,-0.2360796,-0.2423561
-0.2400683,-0.2351519,-0.2326551,-0.2317021,-0.2309541
-0.2296489,-0.2269956,-0.2235758,-0.2186602,-0.2097804
-0.1973008,-0.1790421,-0.1516123,-0.1169965,-0.07678908
-0.03516119,0.0009299414,0.02482916,0.03650443,0.04421474
0.05342111,0.06627121,0.08199736,0.1000732,0.1233319
0.1521955,0.1791983,0.1907848,0.1769294,0.1395898
0.09361131,0.05852202,0.04714032,0.06002306,0.08691535
0.1163849,0.1434467,0.1661793,0.1871667,0.2105488
0.2303258,0.2408131,0.2455186,0.245906,0.2467894
0.2540809,0.2709183,0.3012503,0.3373972,0.3649381
0.3752143,0.3698846,0.3543109,0.3295631,0.297471
0.2586031,0.2120381,0.1549347,0.08251108,-0.001506099
-0.08304585,-0.1452786,-0.1831826,-0.2050668,-0.217198
-0.2245058,-0.2296891,-0.2330605,-0.240263,-0.2532113
-0.2704425,-0.2913571,-0.3117061,-0.3274949,-0.3378052
-0.3453813,-0.3521146,-0.359501,-0.3690182,-0.3753984
-0.3704235,-0.3492598,-0.3166024,-0.2842002,-0.2580371
-0.2360297,-0.2136327,-0.1896786,-0.1697732,-0.1602135
-0.1609514,-0.1625468,-0.1531165,-0.1283451,-0.09218201
-0.05304053,-0.01643291,0.01495965,0.03801658,0.0502933
0.05433448,0.0552861,0.05729987,0.0636896,0.06987019
0.07421676,0.08144556,0.0908886,0.1034015,0.1208908
0.1394764,0.1559824,0.1745873,0.1967047,0.2214776
0.2524453,0.28769,0.3161043,0.3289397,0.3279023
0.3166579,0.3000229,0.2856266,0.2733097,0.2629744
0.2541783,0.2425427,0.2297987,0.2179848,0.2077108
0.198688,0.1931646,0.19193,0.1932188,0.1977505
0.2046427,0.2106994,0.2134268,0.2096414,0.1952169
0.173138,0.1541247,0.1437986,0.141262,0.1420783
0.139544,0.1375701,0.1396497,0.1412402,0.1429314
0.1470756,0.1510603,0.1541371,0.1629065,0.1751588
0.1831939,0.1859653,0.1808293,0.1709651,0.1677479
0.1799484,0.2018823,0.2253393,0.2447511,0.254305
0.2580293,0.2579791,0.2559265,0.256435,0.2562445
0.2534187,0.2531637,0.2537553,0.2513501,0.251857
0.2585948,0.2660029,0.2701455,0.2715355,0.2695147
0.2635938,0.2563913,0.2501472,0.2479686,0.2507831
0.2538491,0.2521671,0.2439532,0.2309792,0.2164551
0.2040368,0.1909873,0.1774413,0.1657124,0.1536935
0.1430431,0.1309572,0.1175209,0.1055957,0.09369802
0.08191841,0.07488862,0.07880897,0.09428047,0.1192755
0.1500584,0.1792661,0.2037567,0.2241414,0.2375362
0.2414978,0.2341914,0.2209895,0.2077382,0.1927085
0.1805431,0.1763556,0.1776497,0.1785256,0.1755036
0.1697553,0.1605687,0.1545179,0.1586457,0.1693942
0.1763085,0.1711027,0.1533165,0.1295636,0.1115251
0.09552938,0.0795076,0.06585027,0.05328161,0.05154291
0.06485088,0.08579586,0.1065303,0.1221611,0.1304041
0.128028,0.1163002,0.1017106,0.0886146,0.07956683
0.07253671,0.06530425,0.05860031,0.05074621,0.04327174
0.0369369,0.03001831,0.025292,0.02268075,0.02500717
0.03802177,0.05701198,0.07278176,0.08296429,0.08521694
0.07425979,0.05474609,0.03705901,0.02631179,0.01868968
0.01470043,0.01961818,0.02577927,0.03011017,0.03474959
0.03685739,0.03532572,0.02873983,0.01861158,0.01043888
0.004196888,0.003548694,0.01466049,0.0297401,0.04851852
0.06760768,0.08017563,0.08644961,0.082781,0.07512171
0.06926583,0.06548868,0.06574353,0.0642193,0.05816644
0.05449103,0.04708014,0.03913521,0.03342625,0.02300368
0.01568383,0.01411269,0.01972326,0.03564109,0.05321917
0.06366517,0.06434057,0.05177763,0.03269696,0.0115379
-0.01176005,-0.02645904,-0.02774495,-0.01843621,8.177874e-05
0.02073996,0.03779805,0.04565715,0.03313947,0.01093382
-0.008301383,-0.0285065,-0.04058395,-0.03837924,-0.03019507
-0.01852095,-0.006156136,0.004409607,0.01213183,0.0176497
0.02346013,0.02754909,0.03121864,0.03500915,0.03799292
0.04085535,0.04325943,0.04213873,0.04104672,0.04163335
0.03904063,0.03814184,0.04075582,0.04366688,0.05253219
0.06800797,0.07949623,0.08450162,0.08346751,0.07590527
0.06514987,0.05972586,0.05900352,0.05837224,0.06454439
0.0702957,0.07188559,0.07002179,0.06524947,0.06003619
0.05163658,0.04762734,0.04529008,0.04249967,0.04420253
0.04383428,0.04087437,0.04046109,0.03852314,0.03229255
0.02470835,0.02244733,0.02990375,0.04518392,0.06827039
0.09313053,0.1125982,0.1250471,0.1348376,0.1437809
0.1464129,0.1418119,0.1305836,0.1198231,0.1109607
0.09956587,0.09076556,0.08345309,0.0754386,0.06964321
0.06431411,0.05926742,0.05770433,0.05792559,0.05846706
0.06161753,0.06661119,0.06994509,0.07218584,0.07386982
0.07042923,0.06571966,0.06352857,0.06061142,0.05750859
0.05409364,0.05010138,0.04715197,0.04401518,0.03726819
0.02868859,0.02232406,0.01739,0.01221062,0.008574279
0.008477842,0.009480075,0.009868042,0.01209575,0.01431394
0.0145621,0.01544407,0.01552448,0.01098816,0.0006137835
-0.01345423,-0.02631938,-0.0363878,-0.04670072,-0.05601482
-0.06574109,-0.07554589,-0.08210104,-0.09036925,-0.09849637
-0.1065105,-0.1163127,-0.1235,-0.1312949,-0.1413019
-0.1495997,-0.1570199,-0.1667631,-0.1778907,-0.1869763
-0.1977246,-0.2104295,-0.222532,-0.2368718,-0.2523055
-0.2676218,-0.2843883,-0.3039036,-0.3209606,-0.3345361
-0.344687,-0.3482658,-0.3468755,-0.3431746,-0.3414744
-0.3349648,-0.3244931,-0.3128804,-0.2910489,-0.263834
-0.2356511,-0.2072528,-0.1787215,-0.1520423,-0.1318457
-0.1179109,-0.1137358,-0.1201284,-0.1367923,-0.1579184
-0.1787505,-0.199781,-0.2136803,-0.2229904,-0.2288134
-0.2320175,-0.2412105,-0.2501306,-0.2567368,-0.2662936
-0.273153,-0.276245,-0.2782863,-0.2757036,-0.2694468
-0.2568361,-0.238685,-0.2211347,-0.2032995,-0.1898717
-0.1851946,-0.1863567,-0.1848394,-0.1834292,-0.1842825
-0.1799367,-0.177177,-0.173312,-0.166267,-0.1658418
-0.1676047,-0.1703113,-0.1764219,-0.1861216,-0.1956352
-0.1997381,-0.2043355,-0.2062584,-0.2017552,-0.1921715
-0.1782314,-0.1629418,-0.1469088,-0.1344219,-0.1262429
-0.1228012,-0.1261836,-0.1302303,-0.1325958,-0.1341461
-0.1360959,-0.1397088,-0.139973,-0.1368983,-0.1316674
-0.1248803,-0.1180829,-0.1109938,-0.1042802,-0.09877899
-0.0957054,-0.09479646,-0.09585372,-0.09517282,-0.09080151
-0.0863894,-0.07838518,-0.06542232,-0.05134539,-0.03665799
-0.02264908,-0.007477862,0.007561156,0.0204694,0.03295079
0.04326049,0.04886408,0.05280684,0.05801645,0.06209668
0.0648743,0.06560918,0.06526189,0.06440786,0.0627673
0.06307643,0.06548587,0.0689643,0.07564249,0.08209632
0.08612669,0.08738768,0.08285692,0.07678654,0.06912413
0.05840013,0.04735514,0.03708994,0.02730281,0.01838205
0.01198394,0.0116464,0.01504715,0.01840753,0.02022343
0.01821509,0.01689005,0.01557031,0.0134813,0.01289158
0.0109545,0.007384452,0.003962868,-0.0008570119,-0.007876093
-0.01444702,-0.02180653,-0.02834434,-0.03293069,-0.03689134
-0.03672022,-0.0340447,-0.029286,-0.02159629,-0.01281877
-0.003691332,0.003859686,0.01149205,0.01670288,0.01864161
0.02030355,0.01809279,0.01353004,0.009048284,0.001997951
-0.006856711,-0.01455343,-0.02033441,-0.02351893,-0.02553356
-0.02850966,-0.03122475,-0.03456223,-0.03720249,-0.03835483
-0.04131014,-0.04482288,-0.04673924,-0.04885892,-0.05263484
-0.05791836,-0.06278852,-0.06733792,-0.07448705,-0.07969018
-0.0823819,-0.08490787,-0.0840444,-0.08065443,-0.07505549
-0.06813074,-0.06028701,-0.05055005,-0.03992516,-0.02688031
-0.01051927,0.00558721,0.02175181,0.03893545,0.05191728
0.05974526,0.06156045,0.0551177,0.04482766,0.03377514
0.0211512,0.008376352,0.002656798,0.005701924,0.01030733
0.01324234,0.01428322,0.01137531,0.0006201265,-0.01871035
-0.03994588,-0.05858351,-0.07760116,-0.09439116,-0.1037914
-0.1060042,-0.1057119,-0.1071341,-0.109348,-0.1127515
-0.1158496,-0.1184128,-0.1224637,-0.1255596,-0.12787
-0.1280715,-0.1290926,-0.1316443,-0.1308469,-0.132107
-0.1319073,-0.1270973,-0.1218739,-0.1158709,-0.1091242
-0.1026726,-0.09695148,-0.09069128,-0.08709662,-0.08704361
-0.08935054,-0.09199315,-0.09326646,-0.09414278,-0.09011875
-0.08091886,-0.07058753,-0.05954185,-0.05107409,-0.04541581
-0.04219373,-0.04388402,-0.0422803,-0.03858583,-0.03676075
-0.03125145,-0.0253921,-0.0204193,-0.01566847,-0.01411958
-0.01469376,-0.01626327,-0.01748615,-0.01736468,-0.01927629
-0.02159454,-0.02348347,-0.02425376,-0.02504516,-0.0278274
-0.02641244,-0.02625726,-0.02856575,-0.0270998,-0.02629632
-0.02703998,-0.02734524,-0.02725202,-0.02665516,-0.02556977
-0.02657752,-0.02644249,-0.02411328,-0.02317413,-0.02127891
-0.01950015,-0.01702699,-0.01450963,-0.01348783,-0.008751351
-0.003746463,0.0008979735,0.01027763,0.0207761,0.02942622
0.03806597,0.04628353,0.05175152,0.05659624,0.05917621
0.05571293,0.0491115,0.0398498,0.02700604,0.01760001
0.01324219,0.01410041,0.02073141,0.02813384,0.03604573
0.04447857,0.0518762,0.05520156,0.05784328,0.06033317
0.06118262,0.06660271,0.07215688,0.07918113,0.0913544
0.1015126,0.110469,0.1186242,0.1233836,0.1253031
0.1253419,0.1233362,0.1193552,0.1156208,0.1122207
0.110147,0.1107962,0.1144647,0.1176676,0.1208113
0.1236436,0.1215992,0.1171467,0.1081471,0.09443045
0.07664844,0.05710084,0.04185383,0.03039443,0.02511558
0.02505197,0.02780542,0.03161581,0.03274461,0.03434734
0.03647521,0.03601566,0.03431497,0.03105387,0.02916613
0.02949494,0.02769408,0.02614215,0.02508499,0.02253833
0.01963121,0.01775093,0.01616935,0.01307063,0.01182772
0.01443454,0.01785794,0.02108115,0.0229176,0.02450087
0.02593556,0.02626799,0.03010407,0.03322913,0.03516836
0.04193796,0.04896252,0.05480487,0.06230702,0.06820682
0.07165786,0.07380883,0.07372661,0.07329913,0.07122517
0.06873697,0.06866285,0.0682478,0.06838606,0.0705351
0.07227022,0.07283132,0.07548118,0.07901198,0.08179186
0.08435019,0.08405398,0.08402646,0.08221849,0.07634695
0.06880462,0.06000086,0.0499247,0.04136348,0.0367251
0.03163101,0.02770643,0.02419539,0.01995815,0.0165296
0.01190553,0.008811713,0.005297886,0.0002439678,0.001396162
0.005527201,0.01165065,0.02117663,0.0307665,0.03964357
0.04384007,0.04500229,0.04258442,0.03619056,0.02789273
0.01536677,0.003535762,-0.004873239,-0.01149564,-0.01400666
-0.0147613,-0.01394152,-0.01073818,-0.008975467,-0.007373566
-0.00332512,0.00142708,0.007180867,0.01405958,0.0220785
0.03085882,0.03807945,0.04469541,0.05155944,0.05605323
0.05667455,0.05669345,0.05493981,0.04965274,0.04480211
0.03788015,0.028765,0.02144854,0.01192497,0.001532181
-0.005585877,-0.01122882,-0.01636579,-0.01648066,-0.01171789
-0.007863572,-0.0008235178,0.007199677,0.01289081,0.02151565
0.02895615,0.03531553,0.04390409,0.05153019,0.05822737
0.06379685,0.06734361,0.0683012,0.06646816,0.06294517
0.05823558,0.05356025,0.0493316,0.04697815,0.04819692
0.05151226,0.05351916,0.05160044,0.04685457,0.04026581
0.02877595,0.01473677,0.005278713,-0.002191577,-0.007725096
-0.00756172,-0.007628768,-0.009109575,-0.01162547,-0.01599431
-0.0210341,-0.02851815,-0.03516101,-0.04060546,-0.04564519
-0.04835639,-0.05032267,-0.05095549,-0.04858519,-0.04424
-0.0361079,-0.02296783,-0.006621928,0.01329234,0.03081121
0.0443095,0.05480928,0.05802716,0.05494425,0.04613142
0.03558969,0.02587724,0.01781139,0.01526385,0.01611551
0.02059155,0.02857832,0.03555337,0.04120169,0.0435045
0.04087202,0.03612882,0.02921309,0.02211227,0.02009193
0.02238591,0.02675663,0.03353188,0.03898265,0.0398817
0.03743245,0.03295208,0.02608877,0.01720243,0.008192012
-0.002684869,-0.01445726,-0.0245994,-0.03290421,-0.03835822
-0.04245876,-0.04476936,-0.04499806,-0.0450282,-0.04395744
-0.04133142,-0.03966691,-0.03932364,-0.03976676,-0.04319715
-0.04928993,-0.05560714,-0.06276988,-0.07050676,-0.0786201
-0.08839177,-0.0968129,-0.103827,-0.1119669,-0.1198372
-0.1266407,-0.1304561,-0.1295409,-0.125269,-0.117644
-0.1054552,-0.09013239,-0.0734114,-0.05359605,-0.03386986
-0.01684761,0.001390457,0.01782183,0.03101335,0.04187135
0.04735601,0.04705815,0.04003582,0.02810571,0.01414352
-0.0009079383,-0.01340293,-0.02275693,-0.02959915,-0.03043645
-0.0266828,-0.0210616,-0.01258312,-0.003317262,0.00390787
0.007707896,0.008827614,0.007307167,0.002653493,-0.001634917
-0.005402683,-0.008575955,-0.008213989,-0.005844159,-0.003296196
0.001267079,0.007883129,0.01372288,0.01771519,0.01891567
0.01603376,0.0106347,0.005793374,0.0007517041,-0.005674277
-0.008981324,-0.007309032,-0.005977708,-0.004575375,-0.0008203026
0.0009579025,0.0005363264,-0.0003603763,-0.003272031,-0.00676918
-0.009400337,-0.01261497,-0.0182697,-0.02428463,-0.02866341
-0.03390664,-0.0384132,-0.04133157,-0.04449289,-0.04733152
-0.04964171,-0.05112007,-0.05272416,-0.05467109,-0.05666039
