a,7857,0.00500,"NPTS,",DT
-0.06081447,-0.0636731,-0.06244081,-0.05979485,-0.0556734
-0.04955962,-0.04308584,-0.0383173,-0.03561945,-0.03410572
-0.033964,-0.03508048,-0.03609443,-0.03681599,-0.03757406
-0.03682781,-0.03428834,-0.03347434,-0.03206355,-0.02848033
-0.02689647,-0.0241195,-0.02025718,-0.0184379,-0.01635078
-0.0148026,-0.01490375,-0.01541158,-0.01809517,-0.02351975
-0.03132186,-0.04021887,-0.04783069,-0.05528667,-0.06069569
-0.06226632,-0.06144036,-0.05855346,-0.05288946,-0.04467722
-0.03410171,-0.02063893,-0.006751774,0.004144392,0.01179005
0.01685144,0.01844768,0.01693028,0.01458568,0.01238097
0.00998887,0.007710901,0.006695686,0.00707036,0.007939926
0.01028659,0.01292499,0.0147599,0.01734154,0.02088764
0.02570855,0.03112161,0.03594052,0.04073628,0.0455286
0.04970798,0.0524068,0.05376355,0.0542501,0.05344142
0.05289696,0.05349789,0.05468725,0.05419993,0.05056728
0.04470421,0.03626176,0.02377233,0.009779157,0.0009299319
-0.001802454,-0.00125054,0.005079841,0.01703993,0.02898144
0.0400382,0.04888004,0.05380445,0.05596825,0.056125
0.05491475,0.05174185,0.04834633,0.04484887,0.03976626
0.03407183,0.02816347,0.02228564,0.01558028,0.009983878
0.004991833,-0.001472027,-0.005804985,-0.009656396,-0.01404308
-0.016678,-0.01702713,-0.01615083,-0.01565878,-0.01222075
-0.007938556,-0.005673448,-0.002000249,0.0009492693,0.0008057596
-0.0001186521,-0.001914113,-0.004770911,-0.01034868,-0.01874773
-0.02817389,-0.04035624,-0.0497702,-0.05231674,-0.05215954
-0.04864454,-0.04150198,-0.03499325,-0.02957335,-0.02507417
-0.02352748,-0.02446322,-0.02680597,-0.03057224,-0.033834
-0.03299969,-0.02941176,-0.02354634,-0.01453318,-0.004907617
0.00508879,0.01362535,0.02143477,0.02740177,0.02931535
0.03033234,0.02948059,0.0261256,0.02255268,0.0208041
0.01996541,0.02023564,0.0258011,0.03298559,0.03828111
0.04330223,0.04501382,0.04338066,0.03783267,0.02759273
0.01559923,0.003419052,-0.008386196,-0.01847691,-0.02451198
-0.02698577,-0.02692726,-0.02285355,-0.01578071,-0.009485302
-0.003444382,0.001820922,0.004127672,0.003553653,0.002267505
0.001799164,0.001870207,0.004073462,0.008681593,0.0147581
0.02114456,0.02780164,0.0327502,0.03398927,0.03423948
0.03419738,0.03049063,0.02540596,0.02277216,0.01956392
0.01704891,0.017413,0.01849037,0.02085625,0.02494772
0.02920455,0.03442221,0.0396007,0.04274125,0.0449906
0.04608997,0.04582971,0.04399866,0.04047788,0.03672099
0.03303906,0.02967286,0.02619131,0.02188564,0.01947931
0.01858558,0.01837039,0.02251507,0.0279891,0.03302224
0.03966408,0.04635936,0.05347427,0.05997043,0.06392315
0.0649787,0.06391659,0.06288435,0.06200832,0.06065118
0.05963945,0.05965346,0.06043913,0.06022245,0.0585975
0.05676939,0.05283018,0.0471223,0.03895303,0.02806481
0.01877288,0.01102301,0.003702383,-0.002413945,-0.00447815
-0.002993841,-0.0004885494,0.002893212,0.004808282,0.004627621
0.002737795,-0.001201715,-0.007858558,-0.01498918,-0.02111444
-0.02648752,-0.02848139,-0.02818246,-0.02605467,-0.02094719
-0.01487246,-0.00947376,-0.005918797,-0.005392727,-0.007831126
-0.01184421,-0.01507783,-0.01664202,-0.01668538,-0.01434316
-0.01031205,-0.005338152,0.001158485,0.008751788,0.01620374
0.02278766,0.02841197,0.03096909,0.02983954,0.02783726
0.02402787,0.0184441,0.01433667,0.01209571,0.01061104
0.008639655,0.009052115,0.01158944,0.01362041,0.0157673
0.01421137,0.008474175,-0.0004514254,-0.0129173,-0.0261347
-0.03875979,-0.05076528,-0.06143133,-0.06902395,-0.07392009
-0.07688087,-0.07736966,-0.07692023,-0.07677732,-0.07727206
-0.07807746,-0.07836602,-0.07829122,-0.07708205,-0.07491463
-0.07149782,-0.06554022,-0.05877245,-0.05078857,-0.04092049
-0.03162453,-0.02347739,-0.01781737,-0.01414609,-0.01209168
-0.01240809,-0.01188787,-0.01050326,-0.007920062,-0.001929525
0.00641544,0.01727592,0.02977029,0.04111915,0.05145439
0.06056306,0.06559083,0.06438553,0.05718868,0.04639976
0.03380148,0.02116942,0.0110494,0.005543087,0.004508331
0.00613385,0.00993922,0.01406229,0.0181749,0.02160631
0.02281798,0.02323545,0.02285191,0.02185616,0.02170964
0.02354925,0.02683724,0.03081594,0.03553484,0.04039628
0.04525976,0.04881513,0.05080284,0.05329262,0.05611316
0.05809515,0.06034867,0.06300978,0.06564325,0.06844949
0.07125891,0.07326532,0.07478014,0.0762802,0.07615559
0.07532546,0.07451021,0.07369777,0.07308359,0.0720359
0.07119216,0.06974811,0.06690577,0.0639354,0.06125956
0.05849225,0.05541346,0.05353251,0.05276512,0.052637
0.0533179,0.05332753,0.05354618,0.05286684,0.050101
0.04609367,0.04096084,0.0356434,0.03107786,0.02838571
0.02827131,0.02925366,0.03049705,0.03276171,0.03493274
0.03643816,0.03819142,0.03947125,0.04028374,0.0420233
0.04379535,0.04548401,0.04723529,0.04854298,0.0486314
0.04672235,0.04315711,0.03733667,0.03046391,0.023765
0.01813974,0.01493971,0.01469172,0.01633657,0.01962087
0.02461599,0.02881313,0.03281208,0.03715543,0.04052727
0.04282091,0.0440405,0.04530131,0.04618071,0.04595784
0.04600671,0.04694932,0.04755038,0.04746802,0.04732705
0.04595061,0.04343683,0.04059248,0.03671957,0.03203117
0.02739617,0.02301946,0.01816236,0.0134151,0.008942859
0.004001514,0.0001681843,-0.00341709,-0.007175382,-0.009696516
-0.0122526,-0.01539046,-0.01931594,-0.02334531,-0.0268469
-0.03078028,-0.03474088,-0.03739532,-0.03843497,-0.03853344
-0.03815477,-0.03748284,-0.03721542,-0.03824483,-0.04008934
-0.04293218,-0.04672173,-0.05091397,-0.05452155,-0.05752128
-0.06025545,-0.06218123,-0.06433693,-0.06549107,-0.0662974
-0.06816299,-0.06975254,-0.07173796,-0.07403215,-0.0759002
-0.07688119,-0.07722563,-0.07741293,-0.07738068,-0.07749752
-0.07782049,-0.0788936,-0.08056495,-0.08302174,-0.08664376
-0.08964982,-0.09192409,-0.09427206,-0.09571847,-0.09599893
-0.0960079,-0.09675831,-0.09704829,-0.09652117,-0.09611874
-0.09518018,-0.09465305,-0.09529026,-0.09617899,-0.09697621
-0.09747249,-0.09810585,-0.09837984,-0.09780985,-0.09695492
-0.09578649,-0.09530478,-0.09454131,-0.0933276,-0.09250908
-0.09014893,-0.08816721,-0.08633212,-0.08355341,-0.08194969
-0.07967936,-0.07672574,-0.07422093,-0.07066962,-0.06738067
-0.0650111,-0.06166905,-0.05849773,-0.0563203,-0.05422759
-0.05283944,-0.05225933,-0.05182661,-0.05221306,-0.05251495
-0.05144551,-0.04971189,-0.0477571,-0.04622885,-0.04455962
-0.04257374,-0.04149502,-0.04076776,-0.04056647,-0.04094375
-0.04045593,-0.04029377,-0.03997428,-0.03815648,-0.03635011
-0.03456144,-0.03270739,-0.03156938,-0.03094047,-0.03098996
-0.0322867,-0.03371853,-0.03587765,-0.0384388,-0.0407786
-0.04368224,-0.04521334,-0.04589289,-0.04630675,-0.04520785
-0.04312049,-0.0408087,-0.0379697,-0.0350306,-0.03406342
-0.03459163,-0.03515533,-0.03574419,-0.03592134,-0.03545786
-0.0342175,-0.03262161,-0.03059964,-0.02864303,-0.02752386
-0.02558978,-0.02393893,-0.02378383,-0.02418124,-0.02502589
-0.02509776,-0.02485738,-0.02473821,-0.02376646,-0.02314247
-0.02363641,-0.02410902,-0.02459006,-0.02522622,-0.02589468
-0.0267954,-0.02648176,-0.0264775,-0.02748735,-0.02749041
-0.0282654,-0.02880757,-0.02858111,-0.02996378,-0.03124736
-0.03227245,-0.0337237,-0.03465771,-0.03569192,-0.03692312
-0.03743177,-0.03706672,-0.03645187,-0.03637809,-0.03646786
-0.03565029,-0.03493217,-0.03395033,-0.03212563,-0.03195216
-0.03193681,-0.03060544,-0.02921381,-0.02758945,-0.02573177
-0.02291032,-0.02035011,-0.01881962,-0.017061,-0.01753444
-0.02043596,-0.02370494,-0.02784998,-0.03159358,-0.0339084
-0.03566641,-0.03718305,-0.03836066,-0.03906277,-0.03949882
-0.04029713,-0.04113943,-0.04279106,-0.04464114,-0.04450524
-0.04411485,-0.04351758,-0.04153714,-0.03939793,-0.0363979
-0.03275108,-0.02904225,-0.02513827,-0.02092089,-0.01654805
-0.01360008,-0.0112776,-0.009347365,-0.008757371,-0.008533885
-0.008135241,-0.007778128,-0.006150452,-0.003704245,-0.001733028
0.0008669635,0.003513845,0.00551907,0.006511159,0.006220524
0.006389581,0.006851346,0.006366856,0.005843704,0.005992601
0.005965172,0.005140013,0.00403464,0.002500917,0.0007449355
-0.0002884761,-0.001584779,-0.002799092,-0.00275681,-0.002585866
-0.00201523,-0.001261392,-0.0005408926,0.001202615,0.003405345
0.006300137,0.008676761,0.009730492,0.01167071,0.01369298
0.01516835,0.01783838,0.01970676,0.02026566,0.02131408
0.02202878,0.02299885,0.02414359,0.02457115,0.02529681
0.02651434,0.02829313,0.03074152,0.03321343,0.036072
0.03851169,0.04017568,0.04170867,0.04233474,0.0432145
0.04445783,0.04572688,0.04839433,0.05093481,0.05244776
0.05369311,0.05456298,0.05547417,0.05614834,0.05628195
0.05614255,0.05594648,0.05530711,0.05468027,0.05406489
0.05273191,0.05208928,0.0510902,0.04903024,0.04729993
0.04555322,0.0439521,0.04306003,0.04284985,0.04379936
0.04541536,0.04752469,0.05102558,0.05410855,0.05604947
0.0576089,0.0577647,0.05710008,0.05642927,0.05526362
0.05416851,0.05342891,0.05241599,0.05085048,0.04920919
0.0475098,0.04519281,0.04324731,0.04201151,0.04061675
0.03949371,0.03910457,0.03908802,0.03884332,0.03870915
0.03875962,0.03816735,0.03682043,0.03458403,0.03109769
0.02687475,0.0221162,0.01721057,0.01285425,0.008292391
0.004358564,0.001507371,-0.0004410941,-0.001010714,-0.0003555547
0.0008906834,0.00208354,0.003960419,0.005367176,0.005976453
0.006772107,0.007147483,0.007866147,0.008589619,0.008028791
0.007450162,0.007020714,0.005824662,0.004348949,0.002936286
0.001371541,-0.0005446221,-0.00297049,-0.004732398,-0.005411968
-0.005390349,-0.004727911,-0.004011427,-0.002860614,-0.001645927
-0.001078121,-0.0008862751,-0.001415375,-0.003022541,-0.003652354
-0.003021091,-0.001855574,-0.0004258834,0.001342613,0.003860556
0.005645649,0.007182745,0.009947957,0.01299054,0.01447912
0.01524775,0.01613608,0.01736423,0.01856296,0.01961081
0.02080861,0.02071642,0.02018409,0.02002141,0.02000173
0.02125889,0.02338701,0.02579503,0.02774127,0.02894362
0.0303951,0.03079755,0.03003812,0.02906867,0.02755553
0.02604629,0.02530638,0.02449442,0.02301206,0.02218224
0.0217081,0.02094313,0.02102436,0.02124488,0.02156151
0.02233015,0.02306593,0.02450039,0.02651884,0.02863345
0.03016926,0.03172003,0.03311681,0.03372021,0.03531586
0.03717525,0.03847722,0.03989521,0.04150383,0.04237605
0.04274165,0.04321092,0.0430989,0.04299184,0.04234019
0.04115432,0.03952712,0.03699252,0.03476618,0.03320032
0.03141873,0.02998465,0.02997506,0.03027373,0.03039868
0.0306935,0.0305505,0.03078109,0.03190832,0.03375439
0.03431759,0.03424721,0.03532842,0.03464503,0.03359707
0.03287696,0.03088309,0.02966598,0.02914884,0.0287574
0.02922755,0.02996548,0.02989792,0.03022698,0.03099298
0.03100294,0.03115312,0.03153574,0.03219448,0.03262977
0.03289404,0.0330913,0.0334452,0.03413929,0.03415175
0.03404967,0.03332869,0.03179582,0.03002826,0.02802899
0.02632523,0.02498168,0.02420263,0.02331648,0.02222872
0.02100836,0.02007914,0.01958953,0.0187497,0.01797089
0.01611744,0.01353556,0.01182185,0.01049122,0.00852558
0.007053724,0.006779015,0.006433501,0.006222084,0.005820998
0.005543818,0.004570685,0.002515005,0.0002069973,-0.002842365
-0.005637702,-0.008213101,-0.01017577,-0.01122605,-0.01116942
-0.01031589,-0.008643773,-0.007014872,-0.006752656,-0.0067241
-0.007573782,-0.009473246,-0.01205311,-0.01509562,-0.01861807
-0.02137367,-0.02313889,-0.0246935,-0.02474816,-0.02494226
-0.02504543,-0.02396866,-0.02421068,-0.02487973,-0.02561464
-0.02689465,-0.02747799,-0.02796952,-0.02813214,-0.02754636
-0.02680378,-0.02584949,-0.02557985,-0.0249987,-0.02411119
-0.02422882,-0.02364439,-0.0233046,-0.02310548,-0.02301281
-0.02362317,-0.02340777,-0.0225413,-0.02247944,-0.02187039
-0.01965642,-0.01834951,-0.01745975,-0.01607417,-0.01525364
-0.01613063,-0.01750578,-0.01858731,-0.01921829,-0.01945817
-0.01917865,-0.01683188,-0.01450374,-0.01233861,-0.01047646
-0.008881889,-0.006021998,-0.00309616,-0.0003243895,0.002293137
0.005062812,0.008044231,0.01093888,0.01243882,0.01358171
0.01570596,0.01587622,0.01583513,0.0173854,0.01764829
0.01753924,0.01846773,0.0195392,0.02139953,0.02365277
0.02503757,0.02551188,0.02657332,0.02811885,0.02805054
0.02773877,0.02759626,0.02724163,0.02771353,0.02789935
0.02726161,0.02581574,0.02378333,0.02221844,0.02038227
0.01816992,0.01685742,0.01601865,0.01550441,0.01573544
0.0165915,0.01760596,0.0183704,0.01835688,0.01835819
0.01806301,0.01730163,0.01772099,0.01751027,0.01707294
0.01705686,0.01626982,0.01556283,0.01387889,0.01239596
0.0116437,0.009958312,0.007944555,0.005162815,0.002640251
0.0007862604,-0.001930754,-0.0045588,-0.006422867,-0.008136718
-0.009914646,-0.01159882,-0.0135547,-0.01429236,-0.01317495
-0.01263785,-0.0109383,-0.008785604,-0.008240428,-0.00835847
-0.009446952,-0.009812651,-0.01032604,-0.01239485,-0.01370248
-0.01462998,-0.01549748,-0.0149223,-0.01412958,-0.01440252
-0.01485358,-0.01428487,-0.01423768,-0.01557767,-0.01659672
-0.0171045,-0.01755889,-0.0166247,-0.01361329,-0.009538927
-0.005629379,-0.002006297,0.0001362423,-0.0005879739,-0.002020437
-0.003946074,-0.007563148,-0.01147951,-0.01421406,-0.01693356
-0.01921602,-0.01966461,-0.02033402,-0.02115134,-0.02154578
-0.02293098,-0.02482548,-0.02639532,-0.027364,-0.02795737
-0.02806743,-0.02707871,-0.02585996,-0.02500433,-0.02488383
-0.02453654,-0.02415559,-0.02438133,-0.02383514,-0.02317743
-0.02319182,-0.02218369,-0.02009084,-0.01798061,-0.01476663
-0.01134831,-0.008222356,-0.005056522,-0.001850844,0.001430932
0.004144141,0.007244983,0.01046766,0.01221338,0.01460254
0.0176075,0.01820799,0.01803625,0.01803083,0.01734446
0.01644501,0.01606037,0.01558183,0.01420764,0.01449251
0.01542685,0.01530104,0.0160183,0.01651836,0.01638317
0.01608519,0.01527364,0.01410902,0.01291831,0.01182505
0.01054533,0.009311356,0.00868954,0.007527261,0.006150392
0.006655481,0.007291015,0.00754621,0.008642651,0.009265436
0.008616247,0.008607827,0.01034525,0.0111571,0.01236738
0.01509172,0.01684474,0.01920113,0.02167383,0.02253267
0.02282115,0.02235496,0.02017627,0.01743715,0.01511527
0.01235744,0.009549471,0.007442576,0.006965002,0.006996083
0.007790754,0.01045135,0.01261172,0.01566715,0.01932965
0.02214592,0.02477416,0.02638744,0.02611755,0.02533667
0.02530553,0.0243199,0.02293367,0.02138634,0.0190171
0.01680991,0.01471878,0.01256782,0.01128278,0.01088668
0.01072662,0.01033958,0.009669133,0.008311493,0.006939611
0.005720431,0.004337604,0.003971643,0.004181989,0.004183616
0.003322974,0.002467223,0.001485917,-0.0003846086,-0.001752201
-0.003722726,-0.006591821,-0.008317681,-0.009073114,-0.009692932
-0.009932568,-0.0100555,-0.01059751,-0.01100906,-0.0114072
-0.01094574,-0.00909796,-0.006746042,-0.003030855,0.001466607
0.00590853,0.00985693,0.01226694,0.01310629,0.01271142
0.01057665,0.007867706,0.005591535,0.002985861,0.001147277
0.0001472792,-0.0003188245,0.00028444,0.001172435,0.002002749
0.00338611,0.004788209,0.005553607,0.006643825,0.008272344
0.01013089,0.01200353,0.01380121,0.01593588,0.01751993
0.01836796,0.01818097,0.016087,0.01295936,0.009334245
0.005520601,0.003327393,0.001833876,-0.0004283106,-0.002160324
-0.003454495,-0.004310044,-0.004228599,-0.003841742,-0.00289351
-0.0004486204,0.002377899,0.005905707,0.01080052,0.01584036
0.02022854,0.0230266,0.02469087,0.0247378,0.02271601
0.02003309,0.01719735,0.01446873,0.01292684,0.01283341
0.0133632,0.01417076,0.01529408,0.01584734,0.01638529
0.01798593,0.01939268,0.02114307,0.02393942,0.02778451
0.03215135,0.03612267,0.03993575,0.04242156,0.04340865
0.04351513,0.04190097,0.03884122,0.03427879,0.02935588
0.02538469,0.0219571,0.01988878,0.01823992,0.01574694
0.01284738,0.01075388,0.009427995,0.008855366,0.009675007
0.01145335,0.014055,0.01723592,0.02094613,0.02465907
0.02701254,0.02794825,0.02815119,0.02712761,0.02496109
0.02240179,0.02027695,0.0178416,0.01476005,0.01263464
0.0105192,0.007952932,0.005921951,0.004063922,0.002473712
0.001691342,0.001581467,0.001822037,0.003268749,0.00651255
0.01006553,0.01414179,0.01913851,0.02278983,0.02477561
0.02557282,0.02449787,0.02237224,0.02031636,0.01871029
0.0185024,0.01920086,0.019757,0.02116069,0.02228425
0.02291457,0.02432282,0.02391356,0.02225693,0.02084783
0.01849717,0.0164599,0.01491922,0.01275278,0.01069429
0.008823865,0.007365365,0.007140364,0.006916303,0.007191242
0.009351443,0.01144559,0.01325035,0.01584343,0.0178048
0.01903644,0.01980487,0.02021147,0.01953007,0.01700857
0.01487216,0.0124958,0.00970081,0.008856999,0.009246428
0.009655448,0.009719897,0.009746095,0.00947553,0.008365383
0.007817972,0.006852887,0.004890152,0.003756128,0.002720824
0.001955742,0.002501512,0.002925508,0.003154831,0.004239093
0.004868237,0.005314542,0.00732997,0.01027056,0.01286459
0.015539,0.01840216,0.02009841,0.02042859,0.0192458
0.01763514,0.01697778,0.0165054,0.01611215,0.01564077
0.01602045,0.01660995,0.0162265,0.01680971,0.01773104
0.01743784,0.01706464,0.01630173,0.01403259,0.01124369
0.007946226,0.002934064,-0.003073752,-0.008510617,-0.01374469
-0.01808397,-0.02078992,-0.02307258,-0.02531225,-0.02646733
-0.02638276,-0.02664274,-0.02681272,-0.02612937,-0.0259201
-0.02596903,-0.02566894,-0.02541043,-0.02457796,-0.02422985
-0.02435998,-0.02349336,-0.02277758,-0.02267703,-0.02276327
-0.02303856,-0.02395507,-0.02558699,-0.02665913,-0.0274654
-0.02846008,-0.02897028,-0.02982935,-0.03087297,-0.03154956
-0.03289031,-0.03409271,-0.03473236,-0.03437795,-0.03292835
-0.0316275,-0.02895367,-0.02592884,-0.02396078,-0.02205376
-0.02070495,-0.01986077,-0.01949072,-0.01988973,-0.0213685
-0.02357484,-0.02580879,-0.0281305,-0.02993298,-0.03155273
-0.03372109,-0.03515228,-0.03573339,-0.03629734,-0.03614987
-0.03526776,-0.03521535,-0.03585112,-0.03613793,-0.03732777
-0.03892872,-0.03973705,-0.04147222,-0.04310646,-0.04364806
-0.04506817,-0.04615341,-0.04655015,-0.04760086,-0.0483541
-0.04874345,-0.04924704,-0.04925166,-0.04939067,-0.04987172
-0.0491762,-0.04777382,-0.04640537,-0.04456599,-0.04270628
-0.04098052,-0.0397331,-0.03856061,-0.03694301,-0.03582323
-0.03559271,-0.03563255,-0.03582806,-0.03687993,-0.03703478
-0.03657289,-0.03697305,-0.03726308,-0.03786455,-0.03884516
-0.03956454,-0.04018518,-0.04069721,-0.04166271,-0.04258363
-0.04279909,-0.04352528,-0.04446954,-0.04461737,-0.04474895
-0.04519075,-0.04481642,-0.04450861,-0.0446179,-0.04419681
-0.04410272,-0.04441253,-0.04367095,-0.04327097,-0.044174
-0.04430411,-0.04421767,-0.04486144,-0.0452694,-0.04517962
-0.04451119,-0.04336912,-0.04184863,-0.03927837,-0.03685717
-0.03432861,-0.03054878,-0.02653786,-0.02296001,-0.02041097
-0.01855634,-0.01761812,-0.01745274,-0.01690627,-0.01636792
-0.01679728,-0.01737647,-0.01720864,-0.01730106,-0.01786258
-0.01841069,-0.01883258,-0.01961674,-0.02051225,-0.02060695
-0.02076975,-0.02159547,-0.02157605,-0.02114639,-0.02085843
-0.02014985,-0.01963805,-0.0196373,-0.01969934,-0.01927791
-0.01852478,-0.01709721,-0.01528024,-0.01381232,-0.01254274
-0.01142798,-0.01044027,-0.009282988,-0.008456914,-0.007778785
-0.007045628,-0.007363592,-0.00792588,-0.008281285,-0.009017762
-0.008432822,-0.006382633,-0.004693026,-0.00224429,0.001363198
0.004207858,0.007053328,0.01010205,0.01209244,0.01309658
0.01303899,0.0117641,0.01043254,0.009697457,0.007858791
0.006217847,0.005305945,0.0043754,0.004382531,0.003999481
0.003772126,0.004262339,0.004611243,0.004213104,0.002858397
0.001932576,0.0005849283,-0.001133792,-0.001589094,-0.00157922
-0.0009069191,0.0009064222,0.002806955,0.004874333,0.007040259
0.00837304,0.008841715,0.008970557,0.009641829,0.009891678
0.009414829,0.009984197,0.01087516,0.01156825,0.01313675
0.01467667,0.01550205,0.01620326,0.01611413,0.0146548
0.01249212,0.01024587,0.008056304,0.005617342,0.003046055
0.001743965,0.0008799944,-0.0007635196,-0.001510559,-0.001649764
-0.001941791,-0.001441319,-0.0001855729,0.001116805,0.002480833
0.00439484,0.005251104,0.004709151,0.004748963,0.004929979
0.00506922,0.005469954,0.00669913,0.008761493,0.0106676
0.01245137,0.01320414,0.01292727,0.01133618,0.007567462
0.002846247,-0.002288915,-0.007925467,-0.01207078,-0.0134636
-0.01350313,-0.01198622,-0.008842216,-0.005407116,-0.001712963
0.0008525578,0.001253745,-0.0003874519,-0.003639531,-0.007263734
-0.01139151,-0.01541774,-0.01801783,-0.01887944,-0.01798855
-0.0159131,-0.01272304,-0.00885578,-0.005502915,-0.003155645
-0.001631359,-0.0006108626,-0.0001142679,0.0005628557,0.001827784
0.003609892,0.005942178,0.008911161,0.01205506,0.01477803
0.01722036,0.01910046,0.02013716,0.02027688,0.01940891
0.01724368,0.01477164,0.01292214,0.01223715,0.01285085
0.01423296,0.01597438,0.01734939,0.01801255,0.01787743
0.0166329,0.01458844,0.01206272,0.008410979,0.004021387
0.0001041355,-0.002863189,-0.005215622,-0.006404673,-0.006532595
-0.006479028,-0.00601678,-0.004976499,-0.004050597,-0.003216742
-0.001992903,-0.001076537,-0.0004145972,-0.0004194593,-0.0002723745
0.00114488,0.002724283,0.005225192,0.008643393,0.01221403
0.01566162,0.01853153,0.02139786,0.02378612,0.0250314
0.02543975,0.02554108,0.02539638,0.02519552,0.02514677
0.02536639,0.02605172,0.02603201,0.02504108,0.0234895
0.0212745,0.01956314,0.01810627,0.01739206,0.01810624
0.01764312,0.01646566,0.01576977,0.01419711,0.0128861
0.01225288,0.01161398,0.01242472,0.01416743,0.01603629
0.01856036,0.02100639,0.02292563,0.02460222,0.02630232
0.02789293,0.02922365,0.03028767,0.03112569,0.03205443
0.0323957,0.03225651,0.03196476,0.03127581,0.03086003
0.03049826,0.0297602,0.02845592,0.02668696,0.02464308
0.02289358,0.02188255,0.02091114,0.01972338,0.01860118
0.01699323,0.01479756,0.01315495,0.01179598,0.0106273
0.01017215,0.01044833,0.01068856,0.01018604,0.009413151
0.008210775,0.007097475,0.006065818,0.004923947,0.00415772
0.003529176,0.003159436,0.002566816,0.002100086,0.002155037
0.001962654,0.002034694,0.002485483,0.002828303,0.003713533
0.005001446,0.00558592,0.005382943,0.004166923,0.00170691
-0.001212917,-0.004498697,-0.007144879,-0.009252022,-0.01192922
-0.01422375,-0.01711873,-0.0204982,-0.0236511,-0.02674423
-0.02876663,-0.02969242,-0.03004083,-0.02956844,-0.02771281
-0.02532652,-0.02255175,-0.01919779,-0.01552442,-0.01156294
-0.008695774,-0.006956742,-0.005825784,-0.005973307,-0.006316058
-0.006594773,-0.007366868,-0.007643935,-0.007557693,-0.008182555
-0.008848844,-0.009495839,-0.01122352,-0.01295104,-0.01433358
-0.01639156,-0.01868397,-0.02053457,-0.02178526,-0.02235904
-0.02239241,-0.02151196,-0.02006401,-0.01865495,-0.01680097
-0.01519696,-0.01384151,-0.01286525,-0.01302867,-0.01338169
-0.01356247,-0.01382642,-0.01354198,-0.01272685,-0.01210389
-0.01177269,-0.01175723,-0.01244229,-0.01338823,-0.01434282
-0.01600338,-0.0176458,-0.01866965,-0.01924431,-0.01962771
-0.02002862,-0.02035578,-0.02105083,-0.02235478,-0.02413846
-0.02595441,-0.02719871,-0.02762409,-0.02707491,-0.02613599
-0.0254034,-0.02466955,-0.02409291,-0.02346599,-0.0227681
-0.02282038,-0.02372214,-0.02501913,-0.02636547,-0.0275156
-0.02833667,-0.0282826,-0.02735816,-0.02652476,-0.02578959
-0.02522836,-0.02532903,-0.02563808,-0.02547666,-0.02474216
-0.02363827,-0.0213795,-0.01857583,-0.01571831,-0.01186806
-0.008165534,-0.004935174,-0.002434938,-0.001079568,-0.0005518828
-0.0004797463,-0.0003469503,-0.0003371943,0.0003502085,0.001122549
0.001311969,0.001808,0.002259591,0.001909877,0.001045449
0.0005743529,0.000281929,0.0001550106,0.0007769656,0.00121965
0.001002317,0.001093402,0.001814633,0.002442338,0.002945095
0.004064008,0.005162494,0.005454403,0.005522767,0.006084944
0.006786712,0.007313201,0.007711752,0.007310638,0.005774399
0.004046454,0.002226023,-0.0003801117,-0.00309633,-0.00522921
-0.006273752,-0.00688232,-0.007290125,-0.006626341,-0.005795484
-0.005252329,-0.004886684,-0.004880713,-0.004917432,-0.004608241
-0.003772453,-0.002836192,-0.001376446,0.0007513738,0.002182544
0.002794505,0.002220506,-0.0001232044,-0.003145132,-0.006802056
-0.01074175,-0.01406196,-0.01671208,-0.01801488,-0.01846138
-0.0180636,-0.01681762,-0.01591721,-0.01528595,-0.01508326
-0.01502788,-0.01449227,-0.01363314,-0.01209699,-0.01012992
-0.008283918,-0.006295942,-0.004141683,-0.001756758,0.0006049042
0.002354498,0.003870157,0.005179452,0.006181262,0.007911591
0.01036811,0.01297625,0.01581666,0.01845583,0.02045259
0.02182009,0.02220895,0.02173085,0.02111023,0.01974541
0.01794836,0.01667045,0.01541142,0.01449811,0.0134712
0.0122862,0.01187655,0.01179654,0.01246537,0.01332036
0.01385078,0.0146597,0.01482465,0.01459035,0.01366457
0.01163223,0.009175781,0.006201089,0.003113797,0.0006164101
-0.0003923589,-8.556177e-05,0.001384643,0.004251769,0.007816878
0.01132458,0.01427095,0.01615563,0.01641082,0.01560286
0.01493136,0.01437598,0.01398082,0.01439513,0.01553437
0.01713179,0.01894875,0.02073732,0.02170637,0.02160304
0.02101205,0.01968775,0.01811256,0.01684909,0.01576065
0.01493349,0.01413859,0.01326106,0.01244096,0.01170891
0.01122286,0.01068277,0.009936655,0.009437582,0.008908035
0.00841946,0.00792596,0.007274323,0.006776685,0.006542779
0.006496573,0.006487026,0.006664387,0.006913101,0.0072369
0.007361887,0.007118559,0.00704757,0.006735273,0.005917949
0.005352961,0.005061613,0.005290326,0.006127369,0.007001555
0.008273692,0.01009833,0.01242207,0.01510715,0.01771932
0.01964478,0.02052321,0.02071298,0.02033397,0.01983668
0.01948338,0.01901958,0.01870411,0.01860457,0.01863612
0.01868143,0.01849772,0.01814089,0.01749806,0.01692951
0.01697566,0.01745842,0.01856379,0.01992593,0.02103564
0.02210982,0.02275972,0.02241635,0.02071291,0.01799806
0.01449037,0.01027068,0.006539762,0.003861126,0.001446532
-0.00039016,-0.001252919,-0.001871299,-0.002052434,-0.001664717
-0.0007510947,0.0008408269,0.002716066,0.00483999,0.007167905
0.009943889,0.0126997,0.01477642,0.01699803,0.01840281
