0,0.002289,-0.012482,-0.970322
1,0.005066,-0.018982,-0.992737
2,-0.000839,-0.021347,-0.997879
3,-0.008209,-0.019363,-0.996719
4,-0.003189,-0.018372,-0.997787
5,0.004349,-0.017929,-0.998352
6,-0.001144,-0.019608,-0.997055
7,-0.007294,-0.018478,-0.996445
8,-0.018036,-0.132614,-0.962067
9,-0.015549,-0.033997,-0.997925
10,0.017044,-0.008759,-1.004456
11,0.001816,-0.017044,-1.000397
12,-0.01535,-0.023453,-0.99675
13,-0.002563,-0.019547,-0.999268
14,0.010071,-0.017456,-0.996658
15,-0.001694,-0.018173,-0.992203
16,-0.012222,-0.019531,-0.995834
17,-0.001389,-0.01825,-1.000717
18,0.008911,-0.019196,-1.001602
19,-0.002075,-0.018845,-0.998672
20,-0.011765,-0.018051,-0.99765
21,-0.001648,-0.019531,-1.000214
22,0.008347,-0.019485,-0.999374
23,-0.002426,-0.019058,-0.995544
24,-0.012009,-0.019424,-0.992935
25,-0.000183,-0.019531,-0.997681
26,0.007401,-0.019073,-1.001556
27,-0.002518,-0.018356,-0.999283
28,-0.010849,-0.018433,-0.996597
29,-3.1e-05,-0.017502,-0.998001
30,0.007492,-0.018829,-1.001541
31,-0.003403,-0.019257,-0.998871
32,-0.010681,-0.019501,-0.994797
33,-0.000137,-0.020111,-0.994965
34,0.006958,-0.01886,-0.998779
35,-0.003967,-0.019135,-1.001007
36,-0.009277,-0.019089,-0.998901
37,0.001221,-0.0186,-0.998199
38,0.006714,-0.018738,-0.999985
39,-0.004211,-0.01889,-1.000641
40,-0.00769,-0.019989,-0.997177
41,0.001266,-0.019226,-0.994492
42,0.004913,-0.019135,-0.995026
43,-0.004013,-0.018265,-0.996475
44,-0.007462,-0.01825,-0.999634
45,0.001312,-0.019012,-0.999496
46,0.003891,-0.018295,-0.998688
47,-0.004349,-0.019318,-0.998566
48,-0.007187,-0.018921,-1.000336
49,0.00235,-0.019104,-0.999054
50,0.003387,-0.018738,-0.994476
51,-0.005707,-0.018448,-0.993607
52,-0.006226,-0.019409,-0.998138
53,0.002151,-0.018936,-1.00264
54,0.003311,-0.018997,-0.999954
55,-0.005096,-0.018356,-0.997589
56,-0.006363,-0.019119,-0.998032
57,0.003235,-0.020035,-1.001801
58,0.003311,-0.01825,-0.999054
59,-0.006165,-0.018738,-0.994522
60,-0.006149,-0.019455,-0.994431
61,0.002563,-0.018692,-0.999451
62,0.001984,-0.018585,-1.001633
63,-0.005478,-0.019089,-0.997971
64,-0.004959,-0.019135,-0.996826
65,0.002548,-0.018753,-1.00032
66,0.00177,-0.019913,-1.006836
67,-0.006119,-0.018539,-0.995712
68,-0.004883,-0.019867,-0.993195
69,0.003296,-0.018738,-0.992905
70,0.001312,-0.019302,-0.997452
71,-0.006805,-0.019333,-1.003067
72,-0.003723,-0.018723,-0.9991
73,0.003387,-0.01915,-0.997116
74,0.001541,-0.018112,-0.999298
75,-0.005524,-0.018356,-0.999588
76,-0.003128,-0.01973,-0.998474
77,0.002762,-0.019745,-0.993744
78,0.001114,-0.019318,-0.996796
79,-0.005814,-0.019135,-1.001144
80,-0.003067,-0.019043,-0.999451
81,0.003601,-0.017838,-0.997238
82,-0.000641,-0.018494,-0.999542
83,-0.005569,-0.019882,-1.001617
84,-0.001572,-0.019379,-0.99707
85,0.003067,-0.019882,-0.99704
86,-0.000595,-0.018677,-0.995239
87,-0.006027,-0.018814,-0.995209
88,-0.001663,-0.01889,-0.99942
89,0.002502,-0.019241,-1.000656
